iter	Passed	Remaining
653	47802	317656
654	47866	317529
655	47947	317506
656	48016	317404
657	48085	317303
658	48152	317194
659	48220	317089
660	48290	316991
661	48357	316882
662	48429	316803
663	48494	316677
664	48563	316572
665	48630	316460
666	48698	316354
667	48762	316225
668	48827	316101
669	48895	315996
670	48962	315883
671	49029	315774
672	49095	315658
673	49165	315566
674	49229	315435
675	49296	315320
676	49365	315225
677	49430	315103
678	49500	315009
679	49566	314895
680	49632	314776
681	49716	314772
682	49795	314736
683	49883	314764
684	49975	314809
685	50062	314826
686	50150	314846
687	50227	314795
688	50327	314891
689	50420	314945
690	50529	315099
691	50627	315180
692	50709	315158
693	50783	315091
694	50895	315262
695	50974	315223
696	51066	315263
697	51145	315227
698	51212	315116
699	51283	315029
700	51348	314901
701	51418	314809
702	51484	314689
703	51548	314563
704	51614	314448
705	51680	314331
706	51758	314281
707	51835	314234
708	51900	314108
709	51963	313975
710	52025	313837
711	52089	313706
712	52157	313605
713	52224	313495
714	52288	313366
715	52354	313250
716	52421	313139
717	52490	313043
718	52556	312928
719	52632	312869
720	52730	312944
721	52815	312939
722	52903	312955
723	52997	313008
724	53084	313012
725	53164	312981
726	53250	312982
727	53326	312929
728	53393	312818
729	53463	312723
730	53539	312670
731	53615	312610
732	53697	312587
733	53779	312565
734	53854	312503
735	53932	312453
736	54015	312437
737	54081	312326
738	54150	312227
739	54226	312170
740	54296	312079
741	54372	312019
742	54482	312158
743	54549	312047
744	54613	311921
745	54680	311810
746	54748	311706
747	54823	311642
748	54892	311545
749	54962	311454
750	55029	311346
751	55094	311226
752	55162	311120
753	55226	310995
754	55296	310904
755	55363	310799
756	55427	310674
757	55498	310586
758	55568	310496
759	55634	310384
760	55701	310275
761	55766	310157
762	55831	310036
763	55892	309893
764	55958	309780
765	56022	309659
766	56087	309539
767	56152	309424
768	56217	309306
769	56282	309189
770	56345	309059
771	56412	308954
772	56478	308842
773	56546	308740
774	56614	308637
775	56677	308512
776	56745	308414
777	56814	308319
778	56880	308204
779	56942	308075
780	57009	307965
781	57074	307849
782	57141	307746
783	57209	307646
784	57273	307528
785	57337	307403
786	57404	307299
787	57472	307199
788	57539	307096
789	57607	306998
790	57676	306900
791	57689	306513
792	57755	306404
793	57821	306291
794	57920	306360
795	57986	306249
796	58051	306136
797	58116	306019
798	58194	305975
799	58261	305871
800	58326	305759
801	58396	305672
802	58459	305549
803	58529	305462
804	58597	305361
805	58663	305255
806	58732	305160
807	58800	305066
808	58882	305038
809	58970	305042
810	59054	305029
811	59069	304658
812	59146	304609
813	59233	304609
814	59326	304639
815	59379	304463
816	59482	304549
817	59574	304571
818	59647	304500
819	59721	304432
820	59793	304354
821	59862	304264
822	59935	304191
823	59998	304071
824	60066	303972
825	60132	303863
826	60196	303750
827	60264	303649
828	60325	303521
829	60387	303395
830	60452	303281
831	60523	303198
832	60591	303104
833	60661	303015
834	60727	302911
835	60794	302807
836	60860	302702
837	60923	302579
838	60991	302484
839	61057	302379
840	61123	302273
841	61195	302197
842	61261	302093
843	61325	301978
844	61426	302046
845	61494	301947
846	61565	301868
847	61631	301762
848	61705	301693
849	61781	301641
850	61846	301530
851	61910	301414
852	61978	301318
853	62051	301246
854	62125	301183
855	62209	301163
856	62294	301149
857	62375	301119
858	62467	301137
859	62546	301096
860	62608	300972
861	62674	300867
862	62739	300755
863	62803	300643
864	62866	300524
865	62934	300426
866	63006	300354
867	63104	300402
868	63184	300362
869	63255	300283
870	63334	300236
871	63400	300136
872	63469	300043
873	63538	299955
874	63602	299841
875	63669	299741
876	63738	299649
877	63802	299538
878	63866	299424
879	63930	299310
880	64015	299297
881	64084	299206
882	64147	299088
883	64218	299008
884	64302	298988
885	64392	298994
886	64467	298935
887	64536	298845
888	64607	298765
889	64683	298707
890	64769	298696
891	64860	298706
892	64952	298723
893	65039	298715
894	65147	298804
895	65217	298720
896	65286	298629
897	65360	298564
898	65433	298492
899	65497	298379
900	65562	298267
901	65637	298206
902	65707	298119
903	65793	298108
904	65882	298107
905	65980	298152
906	66072	298164
907	66147	298102
908	66221	298033
909	66290	297943
910	66375	297925
911	66457	297894
912	66524	297794
913	66591	297695
914	66656	297584
915	66718	297465
916	66786	297373
917	66857	297289
918	66923	297188
919	66993	297101
920	67059	296997
921	67126	296901
922	67191	296793
923	67251	296662
924	67316	296558
925	67382	296454
926	67448	296350
927	67517	296264
928	67587	296175
929	67655	296083
930	67720	295978
931	67787	295880
932	67854	295782
933	67917	295665
934	67983	295565
935	68049	295463
936	68118	295374
937	68182	295262
938	68247	295157
939	68313	295054
940	68378	294948
941	68458	294907
942	68564	294978
943	68634	294895
944	68705	294813
945	68782	294761
946	68851	294673
947	68915	294563
948	68977	294443
949	69046	294357
950	69114	294264
951	69181	294166
952	69247	294067
953	69313	293963
954	69378	293860
955	69444	293758
956	69505	293638
957	69583	293586
958	69692	293669
959	69786	293686
960	69855	293597
961	69921	293496
962	69988	293400
963	70055	293304
964	70116	293181
965	70180	293073
966	70249	292985
967	70315	292884
968	70380	292781
969	70442	292665
970	70507	292558
971	70571	292449
972	70640	292361
973	70705	292260
974	70767	292141
975	70836	292053
976	70904	291963
977	70974	291879
978	71039	291777
979	71104	291673
980	71167	291561
981	71239	291485
982	71304	291384
983	71369	291279
984	71436	291186
985	71506	291102
986	71570	290996
987	71637	290902
988	71703	290803
989	71766	290691
990	71830	290584
991	71899	290498
992	71997	290525
993	72064	290434
994	72143	290385
995	72240	290413
996	72330	290410
997	72409	290363
998	72485	290303
999	72556	290226
1000	72570	289921
1001	72653	289889
1002	72732	289842
1003	72824	289845
1004	72907	289818
1005	72980	289745
1006	73063	289714
1007	73144	289677
1008	73223	289629
1009	73318	289645
1010	73409	289646
1011	73490	289606
1012	73566	289544
1013	73631	289441
1014	73707	289382
1015	73773	289286
1016	73839	289187
1017	73907	289093
1018	73974	289003
1019	74039	288898
1020	74114	288834
1021	74184	288754
1022	74255	288676
1023	74330	288613
1024	74399	288523
1025	74473	288458
1026	74557	288429
1027	74635	288378
1028	74706	288297
1029	74790	288268
1030	74862	288194
1031	74926	288090
1032	74977	287933
1033	75030	287785
1034	75128	287812
1035	75222	287819
1036	75289	287726
1037	75358	287640
1038	75422	287535
1039	75487	287432
1040	75551	287326
1041	75621	287243
1042	75692	287167
1043	75774	287131
1044	75863	287119
1045	75958	287130
1046	76056	287154
1047	76139	287122
1048	76214	287057
1049	76298	287028
1050	76385	287009
1051	76451	286912
1052	76521	286827
1053	76608	286809
1054	76698	286800
1055	76777	286751
1056	76844	286659
1057	76925	286614
1058	76994	286529
1059	77061	286436
1060	77131	286354
1061	77199	286261
1062	77234	286051
1063	77305	285970
1064	77377	285898
1065	77446	285812
1066	77512	285715
1067	77607	285724
1068	77688	285682
1069	77807	285780
1070	77887	285733
1071	77961	285666
1072	78026	285564
1073	78088	285451
1074	78153	285352
1075	78221	285262
1076	78290	285174
1077	78355	285076
1078	78427	284999
1079	78498	284920
1080	78565	284826
1081	78628	284721
1082	78699	284642
1083	78768	284556
1084	78840	284479
1085	78908	284390
1086	78975	284298
1087	79041	284201
1088	79110	284113
1089	79177	284020
1090	79240	283914
1091	79308	283825
1092	79371	283719
1093	79435	283616
1094	79502	283521
1095	79564	283413
1096	79630	283315
1097	79692	283207
1098	79758	283111
1099	79826	283020
1100	79891	282921
1101	79957	282826
1102	80023	282731
1103	80117	282731
1104	80188	282655
1105	80253	282554
1106	80315	282447
1107	80393	282393
1108	80454	282280
1109	80520	282185
1110	80585	282084
1111	80651	281990
1112	80717	281893
1113	80789	281821
1114	80863	281751
1115	80958	281758
1116	81044	281734
1117	81059	281460
1118	81129	281380
1119	81194	281281
1120	81260	281185
1121	81324	281084
1122	81391	280991
1123	81455	280891
1124	81521	280797
1125	81587	280702
1126	81594	280403
1127	81661	280313
1128	81737	280252
1129	81824	280229
1130	81927	280262
1131	82024	280275
1132	82088	280172
1133	82150	280065
1134	82216	279970
1135	82282	279877
1136	82357	279814
1137	82435	279758
1138	82534	279777
1139	82614	279731
1140	82691	279673
1141	82775	279638
1142	82859	279604
1143	82940	279562
1144	83020	279516
1145	83091	279436
1146	83159	279350
1147	83226	279256
1148	83293	279165
1149	83358	279069
1150	83452	279068
1151	83554	279094
1152	83633	279045
1153	83705	278968
1154	83776	278893
1155	83861	278862
1156	83948	278835
1157	84027	278786
1158	84116	278766
1159	84195	278714
1160	84263	278629
1161	84329	278533
1162	84395	278440
1163	84472	278380
1164	84537	278282
1165	84598	278174
1166	84662	278073
1167	84727	277976
1168	84794	277886
1169	84857	277781
1170	84920	277677
1171	84985	277580
1172	85052	277491
1173	85117	277394
1174	85184	277301
1175	85194	277025
1176	85256	276920
1177	85322	276825
1178	85387	276731
1179	85452	276634
1180	85520	276548
1181	85588	276459
1182	85655	276371
1183	85721	276277
1184	85788	276187
1185	85855	276099
1186	85921	276006
1187	85985	275907
1188	86050	275811
1189	86124	275744
1190	86195	275666
1191	86279	275631
1192	86372	275623
1193	86441	275542
1194	86509	275454
1195	86577	275369
1196	86646	275286
1197	86712	275192
1198	86775	275091
1199	86842	274999
1200	86908	274908
1201	86974	274816
1202	87040	274722
1203	87105	274627
1204	87169	274531
1205	87238	274446
1206	87300	274342
1207	87364	274243
1208	87429	274149
1209	87494	274051
1210	87574	274005
1211	87648	273937
1212	87713	273841
1213	87778	273746
1214	87850	273675
1215	87923	273604
1216	87991	273516
1217	88058	273428
1218	88100	273262
1219	88168	273177
1220	88232	273079
1221	88298	272987
1222	88364	272897
1223	88432	272812
1224	88500	272724
1225	88568	272640
1226	88636	272554
1227	88704	272469
1228	88767	272370
1229	88834	272280
1230	88898	272184
1231	88961	272083
1232	89025	271987
1233	89089	271889
1234	89109	271658
1235	89175	271565
1236	89240	271472
1237	89307	271385
1238	89373	271293
1239	89437	271198
1240	89501	271101
1241	89570	271019
1242	89635	270925
1243	89700	270832
1244	89764	270734
1245	89833	270654
1246	89903	270574
1247	89967	270480
1248	90033	270388
1249	90103	270309
1250	90166	270212
1251	90240	270143
1252	90309	270063
1253	90373	269968
1254	90437	269870
1255	90501	269774
1256	90567	269684
1257	90631	269587
1258	90700	269508
1259	90767	269420
1260	90836	269339
1261	90906	269262
1262	90976	269182
1263	91050	269117
1264	91148	269123
1265	91214	269032
1266	91277	268933
1267	91342	268841
1268	91409	268754
1269	91485	268695
1270	91558	268623
1271	91623	268531
1272	91692	268451
1273	91757	268358
1274	91825	268275
1275	91895	268196
1276	91960	268104
1277	92022	268002
1278	92091	267921
1279	92156	267829
1280	92221	267738
1281	92287	267647
1282	92351	267552
1283	92416	267461
1284	92483	267374
1285	92547	267279
1286	92612	267188
1287	92679	267101
1288	92746	267013
1289	92812	266925
1290	92883	266851
1291	92947	266755
1292	93015	266674
1293	93083	266589
1294	93151	266507
1295	93215	266412
1296	93277	266310
1297	93343	266222
1298	93407	266128
1299	93472	266036
1300	93539	265950
1301	93605	265862
1302	93673	265780
1303	93740	265693
1304	93806	265605
1305	93876	265528
1306	93941	265437
1307	94010	265356
1308	94077	265272
1309	94143	265182
1310	94210	265096
1311	94277	265010
1312	94340	264915
1313	94404	264819
1314	94483	264770
1315	94570	264740
1316	94637	264654
1317	94701	264561
1318	94767	264471
1319	94842	264409
1320	94915	264339
1321	94978	264244
1322	95044	264156
1323	95107	264061
1324	95178	263985
1325	95245	263901
1326	95310	263810
1327	95376	263720
1328	95440	263627
1329	95504	263536
1330	95573	263456
1331	95638	263364
1332	95708	263288
1333	95778	263210
1334	95841	263116
1335	95909	263031
1336	95982	262964
1337	96050	262881
1338	96116	262793
1339	96189	262726
1340	96258	262646
1341	96323	262557
1342	96403	262506
1343	96475	262436
1344	96544	262355
1345	96617	262287
1346	96680	262192
1347	96745	262102
1348	96812	262019
1349	96878	261930
1350	96948	261855
1351	97019	261780
1352	97093	261713
1353	97158	261625
1354	97226	261542
1355	97296	261467
1356	97363	261380
1357	97431	261301
1358	97492	261200
1359	97558	261113
1360	97620	261015
1361	97687	260931
1362	97754	260846
1363	97834	260795
1364	97915	260749
1365	97985	260673
1366	98073	260643
1367	98175	260654
1368	98242	260569
1369	98312	260491
1370	98382	260416
1371	98467	260378
1372	98535	260296
1373	98602	260212
1374	98673	260138
1375	98750	260081
1376	98836	260047
1377	98907	259973
1378	98979	259902
1379	99052	259833
1380	99139	259801
1381	99216	259742
1382	99317	259748
1383	99415	259745
1384	99501	259710
1385	99580	259656
1386	99681	259661
1387	99799	259708
1388	99891	259688
1389	99988	259683
1390	100076	259652
1391	100191	259690
1392	100287	259683
1393	100361	259615
1394	100436	259551
1395	100507	259476
1396	100523	259260
1397	100601	259204
1398	100671	259126
1399	100738	259041
1400	100803	258953
1401	100870	258867
1402	100943	258798
1403	101013	258722
1404	101080	258636
1405	101144	258544
1406	101213	258464
1407	101277	258373
1408	101351	258306
1409	101469	258352
1410	101535	258264
1411	101607	258191
1412	101672	258103
1413	101754	258055
1414	101825	257982
1415	101894	257901
1416	101971	257842
1417	102055	257800
1418	102139	257758
1419	102209	257682
1420	102280	257608
1421	102344	257516
1422	102409	257426
1423	102476	257341
1424	102547	257268
1425	102613	257181
1426	102679	257094
1427	102752	257025
1428	102758	256789
1429	102825	256705
1430	102889	256612
1431	102953	256520
1432	103020	256438
1433	103085	256347
1434	103151	256260
1435	103218	256177
1436	103284	256091
1437	103349	256001
1438	103419	255925
1439	103512	255906
1440	103576	255815
1441	103642	255727
1442	103708	255640
1443	103773	255552
1444	103844	255480
1445	103908	255387
1446	103973	255300
1447	104040	255215
1448	104109	255136
1449	104175	255050
1450	104241	254965
1451	104308	254879
1452	104375	254797
1453	104447	254724
1454	104512	254637
1455	104576	254546
1456	104644	254463
1457	104720	254402
1458	104809	254372
1459	104879	254297
1460	104945	254211
1461	105008	254118
1462	105075	254035
1463	105154	253980
1464	105218	253889
1465	105284	253802
1466	105352	253721
1467	105417	253633
1468	105486	253554
1469	105556	253478
1470	105622	253393
1471	105693	253320
1472	105766	253251
1473	105837	253176
1474	105901	253086
1475	105966	252998
1476	106030	252909
1477	106096	252823
1478	106171	252759
1479	106246	252694
1480	106319	252625
1481	106385	252538
1482	106450	252452
1483	106524	252386
1484	106593	252308
1485	106662	252229
1486	106731	252150
1487	106797	252066
1488	106863	251979
1489	106929	251894
1490	107003	251828
1491	107073	251752
1492	107144	251678
1493	107214	251602
1494	107280	251516
1495	107350	251440
1496	107417	251357
1497	107495	251300
1498	107565	251226
1499	107635	251149
1500	107703	251068
1501	107739	250913
1502	107809	250839
1503	107884	250774
1504	107952	250694
1505	108062	250709
1506	108139	250651
1507	108203	250562
1508	108271	250481
1509	108353	250431
1510	108423	250356
1511	108492	250279
1512	108556	250190
1513	108628	250117
1514	108708	250065
1515	108773	249978
1516	108835	249884
1517	108906	249809
1518	108974	249729
1519	108997	249546
1520	109071	249481
1521	109142	249406
1522	109209	249324
1523	109271	249230
1524	109339	249150
1525	109411	249078
1526	109482	249006
1527	109550	248926
1528	109616	248842
1529	109687	248769
1530	109751	248678
1531	109817	248595
1532	109892	248530
1533	109960	248450
1534	110030	248375
1535	110103	248306
1536	110173	248231
1537	110240	248148
1538	110308	248068
1539	110371	247977
1540	110433	247884
1541	110499	247798
1542	110567	247719
1543	110634	247638
1544	110702	247557
1545	110770	247478
1546	110837	247395
1547	110905	247315
1548	110972	247234
1549	111035	247144
1550	111102	247061
1551	111170	246982
1552	111237	246900
1553	111306	246821
1554	111382	246760
1555	111473	246730
1556	111544	246659
1557	111613	246582
1558	111682	246503
1559	111746	246416
1560	111812	246331
1561	111880	246252
1562	111943	246162
1563	112009	246076
1564	112074	245989
1565	112144	245915
1566	112215	245842
1567	112280	245756
1568	112348	245677
1569	112417	245600
1570	112480	245510
1571	112546	245424
1572	112609	245335
1573	112677	245256
1574	112742	245169
1575	112801	245071
1576	112868	244989
1577	112932	244902
1578	112998	244818
1579	113061	244727
1580	113126	244642
1581	113191	244557
1582	113259	244476
1583	113325	244394
1584	113392	244312
1585	113454	244220
1586	113521	244139
1587	113588	244057
1588	113658	243982
1589	113724	243898
1590	113789	243815
1591	113855	243729
1592	113923	243650
1593	113992	243575
1594	114059	243494
1595	114123	243406
1596	114189	243323
1597	114256	243242
1598	114324	243163
1599	114388	243074
1600	114456	242997
1601	114523	242915
1602	114587	242827
1603	114654	242746
1604	114723	242669
