iter	RMSE
848	12759.13778
849	12758.45868
850	12757.34777
851	12756.95296
852	12756.53036
853	12756.20418
854	12755.59763
855	12755.24871
856	12754.45771
857	12754.15235
858	12753.87356
859	12753.61061
860	12753.35337
861	12752.68839
862	12752.03236
863	12751.74858
864	12751.10684
865	12750.51036
866	12749.84288
867	12748.92406
868	12748.53917
869	12747.87149
870	12747.52912
871	12746.85279
872	12746.13209
873	12745.57393
874	12745.22328
875	12744.93505
876	12744.26025
877	12743.97864
878	12743.61
879	12742.71752
880	12742.06856
881	12741.04701
882	12740.76657
883	12740.2361
884	12739.64818
885	12739.28506
886	12738.92944
887	12738.46518
888	12738.15909
889	12737.70829
890	12736.88822
891	12736.32032
892	12735.7279
893	12735.09027
894	12734.79657
895	12734.18924
896	12733.49137
897	12733.22991
898	12732.31621
899	12731.67438
900	12731.38787
901	12730.91445
902	12730.28961
903	12729.93511
904	12729.39189
905	12728.81217
906	12727.88186
907	12727.2118
908	12726.91656
909	12726.56186
910	12726.27482
911	12725.91879
912	12725.54096
913	12725.24667
914	12724.56001
915	12724.27747
916	12723.99956
917	12723.57289
918	12723.20145
919	12722.89262
920	12722.25914
921	12721.2977
922	12721.00814
923	12720.65957
924	12720.01826
925	12719.69337
926	12719.28073
927	12718.78428
928	12718.41741
929	12718.10497
930	12717.41694
931	12716.77991
932	12716.22041
933	12715.96713
934	12715.41151
935	12714.73683
936	12714.37289
937	12714.05513
938	12713.66618
939	12713.41029
940	12712.46686
941	12711.83446
942	12711.21625
943	12710.44094
944	12709.42039
945	12709.04964
946	12708.45382
947	12708.10711
948	12707.79684
949	12707.1276
950	12706.56022
951	12705.92408
952	12705.24874
953	12704.87873
954	12704.53873
955	12703.87944
956	12703.59925
957	12703.33599
958	12702.98652
959	12702.33954
960	12701.97924
961	12701.63217
962	12701.02477
963	12700.02009
964	12699.72305
965	12699.09463
966	12698.55739
967	12697.91707
968	12697.25031
969	12696.62937
970	12696.24272
971	12695.95121
972	12695.36092
973	12695.0794
974	12694.73225
975	12694.25578
976	12694.0019
977	12693.61146
978	12693.16076
979	12692.30025
980	12692.03987
981	12691.31905
982	12690.91831
983	12690.63749
984	12690.17828
985	12689.86097
986	12689.48798
987	12688.82823
988	12687.60612
989	12687.19588
990	12686.59113
991	12685.99174
992	12685.64041
993	12685.22886
994	12684.50366
995	12684.19494
996	12683.58542
997	12682.9695
998	12682.65705
999	12681.68564
1000	12681.40129
1001	12680.80981
1002	12680.20132
1003	12679.86046
1004	12679.52541
1005	12679.16541
1006	12678.82311
1007	12678.22994
1008	12677.90715
1009	12677.26696
1010	12676.94056
1011	12676.65692
1012	12676.20579
1013	12675.64238
1014	12674.83678
1015	12674.35944
1016	12674.01728
1017	12672.25199
1018	12671.76952
1019	12671.49338
1020	12670.80292
1021	12670.38538
1022	12669.51074
1023	12668.97056
1024	12668.71287
1025	12668.10884
1026	12667.3003
1027	12666.68357
1028	12666.33848
1029	12666.02927
1030	12665.57367
1031	12665.33029
1032	12664.99431
1033	12664.59567
1034	12664.34718
1035	12663.73115
1036	12663.46243
1037	12662.83316
1038	12662.47303
1039	12661.85535
1040	12660.98805
1041	12660.00368
1042	12659.53125
1043	12659.21185
1044	12658.34315
1045	12657.37532
1046	12657.07552
1047	12656.72116
1048	12656.36528
1049	12655.99407
1050	12655.64186
1051	12655.12984
1052	12654.86842
1053	12654.22551
1054	12653.99362
1055	12653.31099
1056	12652.64779
1057	12652.31138
1058	12651.96504
1059	12651.34655
1060	12650.86854
1061	12650.28689
1062	12649.9511
1063	12649.59399
1064	12649.01731
1065	12648.429
1066	12647.85436
1067	12647.44087
1068	12646.83121
1069	12646.45726
1070	12646.08783
1071	12645.70453
1072	12645.1136
1073	12644.85282
1074	12644.38467
1075	12643.74556
1076	12643.16125
1077	12642.49442
1078	12642.10528
1079	12641.44348
1080	12641.16257
1081	12640.68772
1082	12640.05281
1083	12639.75719
1084	12639.21479
1085	12638.92323
1086	12638.64835
1087	12638.31447
1088	12637.83222
1089	12637.29606
1090	12636.73335
1091	12636.11825
1092	12635.49745
1093	12635.24656
1094	12634.2884
1095	12633.70705
1096	12633.23122
1097	12632.89391
1098	12632.30245
1099	12631.56058
1100	12630.8545
1101	12630.53746
1102	12630.05553
1103	12629.66144
1104	12628.88701
1105	12628.49163
1106	12628.22532
1107	12627.85828
1108	12627.13273
1109	12626.87966
1110	12625.99718
1111	12625.51101
1112	12625.22305
1113	12624.20639
1114	12623.28763
1115	12623.0426
1116	12622.45287
1117	12622.19829
1118	12621.60604
1119	12621.23783
1120	12620.64837
1121	12620.38877
1122	12620.14028
1123	12619.71206
1124	12619.159
1125	12618.83287
1126	12618.6098
1127	12618.37727
1128	12618.07498
1129	12617.47484
1130	12616.84354
1131	12616.57754
1132	12616.35127
1133	12615.45425
1134	12615.09195
1135	12614.50361
1136	12614.16385
1137	12613.53938
1138	12613.20888
1139	12612.53461
1140	12612.28556
1141	12611.92715
1142	12611.58517
1143	12611.03558
1144	12610.41703
1145	12609.80988
1146	12609.1258
1147	12608.74749
1148	12608.46586
1149	12608.18528
1150	12607.9499
1151	12607.28417
1152	12607.01627
1153	12606.73151
1154	12606.08032
1155	12605.72444
1156	12605.3721
1157	12605.12927
1158	12604.54418
1159	12604.20463
1160	12603.68643
1161	12603.0463
1162	12602.63098
1163	12602.17285
1164	12601.85773
1165	12601.59527
1166	12601.35213
1167	12600.75303
1168	12600.30161
1169	12599.91735
1170	12599.68484
1171	12599.36157
1172	12598.79775
1173	12598.42712
1174	12597.80725
1175	12597.45629
1176	12596.95688
1177	12596.64552
1178	12595.95232
1179	12595.66238
1180	12595.06112
1181	12594.52846
1182	12594.1555
1183	12593.92211
1184	12593.29785
1185	12592.7473
1186	12592.08249
1187	12591.77982
1188	12591.37148
1189	12591.08287
1190	12590.84008
1191	12590.50061
1192	12590.16522
1193	12589.89512
1194	12589.50555
1195	12588.92446
1196	12588.31142
1197	12587.82589
1198	12587.25835
1199	12587.02998
1200	12586.42788
1201	12586.06994
1202	12585.28314
1203	12585.02361
1204	12584.70687
1205	12584.0795
1206	12583.46325
1207	12583.16345
1208	12582.86357
1209	12582.1964
1210	12581.19868
1211	12580.67037
1212	12580.43621
1213	12579.65571
1214	12578.73049
1215	12578.15412
1216	12577.79954
1217	12577.53176
1218	12577.17958
1219	12576.83268
1220	12576.46039
1221	12576.17154
1222	12575.54287
1223	12574.75691
1224	12574.16751
1225	12573.58083
1226	12572.62654
1227	12571.65459
1228	12571.39521
1229	12571.06857
1230	12570.81471
1231	12570.55041
1232	12570.19152
1233	12569.82855
1234	12569.57679
1235	12569.05102
1236	12568.76868
1237	12568.36176
1238	12567.86574
1239	12566.89651
1240	12566.65807
1241	12566.33973
1242	12566.10526
1243	12565.16081
1244	12564.78508
1245	12564.22442
1246	12563.59062
1247	12562.98818
1248	12562.70373
1249	12562.18358
1250	12561.86551
1251	12560.90437
1252	12560.23569
1253	12559.61997
1254	12558.96081
1255	12558.23209
1256	12557.94407
1257	12557.63871
1258	12556.96729
1259	12556.73395
1260	12556.38729
1261	12556.02104
1262	12555.09297
1263	12554.74981
1264	12554.37333
1265	12554.0745
1266	12553.43937
1267	12552.82709
1268	12552.30318
1269	12552.0468
1270	12551.35385
1271	12551.12618
1272	12550.8096
1273	12550.49291
1274	12550.02541
1275	12549.39933
1276	12548.96639
1277	12548.57716
1278	12547.93969
1279	12547.61432
1280	12547.29104
1281	12546.88064
1282	12546.56019
1283	12546.23363
1284	12545.89855
1285	12545.61172
1286	12545.04123
1287	12544.40526
1288	12543.85965
1289	12543.50384
1290	12543.11001
1291	12542.78122
1292	12542.49609
1293	12541.92818
1294	12541.27999
1295	12540.65951
1296	12540.44155
1297	12540.1166
1298	12539.88437
1299	12539.57306
1300	12539.2226
1301	12538.58769
1302	12538.25652
1303	12537.72439
1304	12537.3925
1305	12536.53819
1306	12536.27826
1307	12535.75901
1308	12535.32165
1309	12534.99405
1310	12534.44842
1311	12533.83088
1312	12533.60644
1313	12533.3211
1314	12532.78211
1315	12532.42032
1316	12532.01864
1317	12531.69026
1318	12531.39327
1319	12531.05929
1320	12530.48749
1321	12529.91569
1322	12529.30167
1323	12529.0476
1324	12528.47686
1325	12528.19188
1326	12527.63415
1327	12527.06072
1328	12526.50482
1329	12525.88012
1330	12525.36953
1331	12525.03736
1332	12524.33937
1333	12523.94093
1334	12523.3426
1335	12523.0096
1336	12522.69599
1337	12522.43088
1338	12522.11663
1339	12521.89944
1340	12521.56911
1341	12521.30497
1342	12521.06273
1343	12520.54047
1344	12520.24347
1345	12519.93585
1346	12519.29465
1347	12518.96737
1348	12518.36723
1349	12518.08632
1350	12517.51614
1351	12516.90897
1352	12516.34781
1353	12516.10195
1354	12515.63688
1355	12515.38986
1356	12515.1461
1357	12514.59074
1358	12513.96098
1359	12513.36816
1360	12513.15158
1361	12512.6387
1362	12512.23385
1363	12511.94734
1364	12511.63622
1365	12511.27296
1366	12510.90009
1367	12510.59085
1368	12510.31195
1369	12509.97332
1370	12509.61495
1371	12509.30532
1372	12509.09104
1373	12508.49907
1374	12508.21446
1375	12507.96246
1376	12507.49317
1377	12507.23789
1378	12506.54772
1379	12505.99419
1380	12505.73108
1381	12505.48527
1382	12505.04737
1383	12504.63387
1384	12504.39963
1385	12504.18324
1386	12503.69593
1387	12502.79624
1388	12502.50865
1389	12502.26517
1390	12500.54346
1391	12500.19887
1392	12499.95257
1393	12499.07952
1394	12498.46417
1395	12498.18123
1396	12497.97809
1397	12497.75515
1398	12497.49133
1399	12496.95919
1400	12496.54597
1401	12496.31707
1402	12495.64696
1403	12495.17855
1404	12494.56171
1405	12494.33393
1406	12493.50408
1407	12493.28983
1408	12493.02323
1409	12492.39144
1410	12492.13099
1411	12491.20704
1412	12490.68902
1413	12490.12082
1414	12489.58663
1415	12488.94764
1416	12488.41884
1417	12488.06493
1418	12487.53224
1419	12487.19418
1420	12486.79593
1421	12486.44045
1422	12485.91659
1423	12485.35422
1424	12485.0927
1425	12484.58541
1426	12484.32028
1427	12484.07723
1428	12483.85179
1429	12483.55747
1430	12483.26354
1431	12483.05149
1432	12482.40166
1433	12482.08423
1434	12481.78985
1435	12481.57739
1436	12481.04872
1437	12480.73158
1438	12480.455
1439	12479.8382
1440	12479.21962
1441	12478.75187
1442	12477.83937
1443	12477.29969
1444	12476.63017
1445	12476.40867
1446	12476.06915
1447	12475.62483
1448	12474.75876
1449	12474.3692
1450	12474.02936
1451	12473.5607
1452	12473.21474
1453	12472.54354
1454	12471.89641
1455	12471.03391
1456	12469.96627
1457	12469.69693
1458	12469.15709
1459	12468.76112
1460	12468.4557
1461	12468.21888
1462	12467.69567
1463	12467.1821
1464	12466.93372
1465	12466.61972
1466	12466.35001
1467	12465.84253
1468	12465.45347
1469	12464.81826
1470	12464.55867
1471	12463.95255
1472	12463.57431
1473	12463.18897
1474	12462.87925
1475	12462.23754
1476	12462.00432
1477	12461.70267
1478	12461.05809
1479	12460.47465
1480	12460.25413
1481	12459.95837
1482	12459.66173
1483	12459.24638
1484	12458.91468
1485	12458.65827
1486	12458.39155
1487	12457.82813
1488	12457.49879
1489	12456.66065
1490	12456.39304
1491	12455.83288
1492	12455.44708
1493	12455.1029
1494	12454.78959
1495	12454.5726
1496	12454.34188
1497	12453.46533
1498	12453.15604
1499	12452.93429
1500	12452.66051
1501	12452.101
1502	12451.54128
1503	12451.33
1504	12450.41607
1505	12450.13475
1506	12449.87797
1507	12449.27592
1508	12449.05453
1509	12448.55562
1510	12448.16959
1511	12447.78154
1512	12447.25772
1513	12446.81872
1514	12445.92201
1515	12445.6
1516	12445.32519
1517	12444.66511
1518	12443.50154
1519	12442.92739
1520	12442.69614
1521	12442.4018
1522	12441.85054
1523	12441.63334
1524	12441.35215
1525	12440.94105
1526	12440.41991
1527	12439.93381
1528	12439.53113
1529	12439.19141
1530	12438.82899
1531	12438.53181
1532	12438.25436
1533	12438.03632
1534	12437.69739
1535	12437.3502
1536	12437.01522
1537	12436.72245
1538	12436.09955
1539	12435.81589
1540	12435.58683
1541	12435.10835
1542	12434.56878
1543	12434.34549
1544	12433.95254
1545	12433.28976
1546	12432.98497
1547	12432.68303
1548	12431.96372
1549	12431.6744
1550	12431.46156
1551	12430.55985
1552	12429.98108
1553	12429.42753
1554	12429.17186
1555	12428.91517
1556	12428.62608
1557	12428.15558
1558	12427.66795
1559	12427.03676
1560	12426.82624
1561	12426.34425
1562	12425.76115
1563	12425.16814
1564	12424.53262
1565	12424.01152
1566	12423.57687
1567	12423.36596
1568	12422.78511
1569	12422.14984
1570	12421.54763
1571	12421.29286
1572	12420.97171
1573	12420.4788
1574	12419.77252
1575	12419.51133
1576	12419.09255
1577	12418.70957
1578	12418.21687
1579	12417.91354
1580	12417.65361
1581	12417.44688
1582	12417.11175
1583	12416.45072
1584	12416.04946
1585	12415.80308
1586	12415.51095
1587	12415.0559
1588	12414.54327
1589	12414.2465
1590	12413.38641
1591	12412.74162
1592	12412.46912
1593	12411.66262
1594	12410.84874
1595	12410.63938
1596	12410.4461
1597	12410.15977
1598	12409.69193
1599	12409.49008
1600	12408.90561
1601	12408.43623
1602	12408.22475
1603	12407.92834
1604	12407.37766
